Date,Employee Name,Employee ID,Tenure,Compensation (Monthly),Date of Birth,Gender,Education,HR Event,Region,Business Function,Job Family,Job Level,Notes,Distinct ID
11/6/2014,Kirby Sandoval,iHBbaBKtgfH62w6LnV4tGH,0,5787.95,4/11/1968,Male,BS,HIRED,EMEA,Sales,Acct Mgmt,Senior,,FALSE
11/5/2016,Kirby Sandoval,iHBbaBKtgfH62w6LnV4tGH,23,6011.47,4/11/1968,Male,BS,UPDATED,EMEA,Sales,Acct Mgmt,Senior,,TRUE
11/28/2015,Roger Johnson,xbp57oXV7QqNHY2zeiVGA7,0,6030.66,6/30/1961,Male,BS,HIRED,EMEA,Sales,Acct Mgmt,Senior,,FALSE
10/26/2015,Linda Rifenbark,M2DHsHkssy4DjNVNXQsEmY,0,6648.77,6/27/1963,Female,BS,HIRED,EMEA,Sales,Acct Mgmt,Senior,,FALSE
10/25/2016,Linda Rifenbark,M2DHsHkssy4DjNVNXQsEmY,12,6911.07,6/27/1963,Female,BS,UPDATED,EMEA,Sales,Acct Mgmt,Senior,,TRUE
3/3/2012,Thelma Tarvin,WMDK5veRTRfqZZddHyWXgn,0,6917.31,1/23/1958,Female,MS,HIRED,EMEA,Operations,Engineering,Entry,,FALSE
3/2/2016,Thelma Tarvin,WMDK5veRTRfqZZddHyWXgn,48,7226.96,1/23/1958,Female,MS,UPDATED,EMEA,Operations,Engineering,Entry,,TRUE
3/3/2015,Thelma Tarvin,WMDK5veRTRfqZZddHyWXgn,36,7634.5,1/23/1958,Female,MS,UPDATED,EMEA,Operations,Engineering,Entry,,FALSE
3/3/2014,Thelma Tarvin,WMDK5veRTRfqZZddHyWXgn,24,8075,1/23/1958,Female,MS,UPDATED,EMEA,Operations,Engineering,Entry,,FALSE
3/3/2013,Thelma Tarvin,WMDK5veRTRfqZZddHyWXgn,12,8608.64,1/23/1958,Female,MS,UPDATED,EMEA,Operations,Engineering,Entry,,FALSE
5/26/2013,Veronica Gourd,J2yfXnrc94pZx2YxC76RbS,0,6971.9,5/29/1970,Female,PhD,HIRED,EMEA,Sales,Acct Mgmt,Senior,,FALSE
5/25/2016,Veronica Gourd,J2yfXnrc94pZx2YxC76RbS,36,7207.81,5/29/1970,Female,PhD,UPDATED,EMEA,Sales,Acct Mgmt,Senior,,TRUE
5/26/2015,Veronica Gourd,J2yfXnrc94pZx2YxC76RbS,24,7782.89,5/29/1970,Female,PhD,UPDATED,EMEA,Sales,Acct Mgmt,Senior,,FALSE
5/26/2014,Veronica Gourd,J2yfXnrc94pZx2YxC76RbS,12,8350.2,5/29/1970,Female,PhD,UPDATED,EMEA,Sales,Acct Mgmt,Senior,,FALSE
3/20/2014,Veronica Gourd,J2yfXnrc94pZx2YxC76RbS,9,8350.2,5/29/1970,Female,PhD,UPDATED,EMEA,Sales,Acct Mgmt,VP & above,,FALSE
8/26/2012,Ida Brooks,MizKxM4HSsak24CBxsCwBd,0,7662.06,8/6/1963,Female,MS,HIRED,EMEA,Sales,Acct Mgmt,Manager,,FALSE
8/25/2016,Ida Brooks,MizKxM4HSsak24CBxsCwBd,48,8163.02,8/6/1963,Female,MS,UPDATED,EMEA,Sales,Acct Mgmt,Manager,,TRUE
12/2/2015,Ida Brooks,MizKxM4HSsak24CBxsCwBd,39,8163.02,8/6/1963,Female,MS,UPDATED,EMEA,Sales,Acct Mgmt,VP & above,,FALSE
8/26/2015,Ida Brooks,MizKxM4HSsak24CBxsCwBd,36,8762.43,8/6/1963,Female,MS,UPDATED,EMEA,Sales,Acct Mgmt,VP & above,,FALSE
8/26/2013,Ida Brooks,MizKxM4HSsak24CBxsCwBd,12,9381.06,8/6/1963,Female,MS,UPDATED,EMEA,Sales,Acct Mgmt,VP & above,,FALSE
5/24/2015,Tracy Sheller,vctKot6GpxqcyAv9JHXqen,0,6212.04,3/17/1967,Female,BS,HIRED,EMEA,Sales,Acct Mgmt,Senior,,FALSE
5/23/2016,Tracy Sheller,vctKot6GpxqcyAv9JHXqen,12,6567.23,3/17/1967,Female,BS,UPDATED,EMEA,Sales,Acct Mgmt,Senior,,TRUE
10/14/2016,Guillermo Engelken,RoeKF7bg4T2Ua4AX4au7ng,0,6663.84,6/21/1958,Male,BS,HIRED,EMEA,Sales,Acct Mgmt,Manager,,FALSE
11/23/2016,Mary Kirk,hDGSUe3akAvKo7eFHHB6rP,0,6746.61,9/19/1957,Female,ASSOCIATE,HIRED,EMEA,Sales,Acct Mgmt,Senior,,FALSE
10/2/2016,Colin Scavone,J2SPKJY68zXBL6gFivxsEA,0,5714.49,4/14/1967,Male,ASSOCIATE,HIRED,EMEA,Sales,Acct Mgmt,Senior,,FALSE
1/15/2016,Walter Greathouse,UiEfvpqQbVJvUBZTZsusN4,0,7650.1,7/2/1971,Male,BS,HIRED,EMEA,Operations,Engineering,Manager,,FALSE
8/1/2016,Walter Greathouse,UiEfvpqQbVJvUBZTZsusN4,6,7650.1,7/2/1971,Male,BS,UPDATED,EMEA,Development,R&D,Entry,,TRUE
6/2/2015,Jeff Snodgrass,xy7KjUQ46eJeNYFjkqe62f,0,6083.19,3/2/1959,Male,ASSOCIATE,HIRED,EMEA,Sales,Acct Mgmt,Senior,,FALSE
6/1/2016,Jeff Snodgrass,xy7KjUQ46eJeNYFjkqe62f,12,6470.78,3/2/1959,Male,ASSOCIATE,UPDATED,EMEA,Sales,Acct Mgmt,Senior,,TRUE
10/21/2016,Lydia Cavicchia,w3Z7otKcZytMYirrcNM4yL,0,7582.43,12/1/1964,Female,BS,HIRED,EMEA,Sales,Acct Mgmt,Manager,,FALSE
11/24/2016,Susan Gentry,oqW4pKfdCoiU7nH4GawedU,0,6685.11,8/14/1960,Female,BS,HIRED,EMEA,Sales,Acct Mgmt,Senior,,FALSE
8/19/2014,Marjorie Gray,cgpkkBpvqCJ3b3TzCD7eN2,0,6503.15,12/24/1964,Female,ASSOCIATE,HIRED,EMEA,Sales,Acct Mgmt,Senior,,FALSE
8/18/2016,Marjorie Gray,cgpkkBpvqCJ3b3TzCD7eN2,23,6877.59,12/24/1964,Female,ASSOCIATE,UPDATED,EMEA,Sales,Acct Mgmt,Senior,,TRUE
8/19/2015,Marjorie Gray,cgpkkBpvqCJ3b3TzCD7eN2,12,7240.54,12/24/1964,Female,ASSOCIATE,UPDATED,EMEA,Sales,Acct Mgmt,Senior,,FALSE
7/17/2014,Johnetta Camara,RjtPeRtsGsiucZsFfA9BrD,0,5620.71,1/24/1957,Female,BS,HIRED,EMEA,Marketing,Product Management,Senior,,FALSE
7/16/2016,Johnetta Camara,RjtPeRtsGsiucZsFfA9BrD,24,5770.32,1/24/1957,Female,BS,UPDATED,EMEA,Marketing,Product Management,Senior,,TRUE
7/17/2015,Johnetta Camara,RjtPeRtsGsiucZsFfA9BrD,12,6182.76,1/24/1957,Female,BS,UPDATED,EMEA,Marketing,Product Management,Senior,,FALSE
9/6/2016,Toni Yann,pe7J8mUuyJW2i8vwwvWhEg,0,6672.07,12/22/1974,Female,ASSOCIATE,HIRED,EMEA,Sales,Acct Mgmt,Senior,,FALSE
6/23/2016,Maurice Wiggins,6NPUsqDzFfn2XZyUafnZWh,0,5858.41,8/25/1964,Male,BS,HIRED,EMEA,Sales,Acct Mgmt,Senior,,FALSE
1/21/2016,Geraldine Guintanilla,vVGZde9zEFPKUbzfdNovh7,0,6269.59,1/1/1963,Female,BS,HIRED,EMEA,Sales,Acct Mgmt,Senior,,FALSE
9/24/2016,Joseph Hottle,orj9TkdHdjjf5PYUiVzC6U,0,5951.91,9/5/1972,Male,BS,HIRED,EMEA,Sales,Acct Mgmt,Senior,,FALSE
10/6/2013,Reginald Johnson,MUwQNTEfphqg5yzCCYgMkY,0,5996.55,10/2/1960,Male,BS,HIRED,EMEA,Sales,Acct Mgmt,Senior,,FALSE
10/6/2015,Reginald Johnson,MUwQNTEfphqg5yzCCYgMkY,24,6411.72,10/2/1960,Male,BS,UPDATED,EMEA,Sales,Acct Mgmt,Senior,,TRUE
10/6/2014,Reginald Johnson,MUwQNTEfphqg5yzCCYgMkY,12,6804.84,10/2/1960,Male,BS,UPDATED,EMEA,Sales,Acct Mgmt,Senior,,FALSE
12/20/2015,Patricia Bryson,wdVuTQvuQdwPNCjWgrUHbb,0,6829.56,4/17/1967,Female,MS,HIRED,EMEA,Operations,Engineering,Entry,,FALSE
12/19/2016,Patricia Bryson,wdVuTQvuQdwPNCjWgrUHbb,12,7239.42,4/17/1967,Female,MS,UPDATED,EMEA,Operations,Engineering,Entry,,TRUE
7/15/2014,Barbara Cessna,xUb5QJeP5GENLGN2SD47NE,0,8397.39,4/25/1964,Female,BS,HIRED,EMEA,Operations,Engineering,Manager,,FALSE
11/27/2016,Sharon Hudgins,z4C9xwdbPms3hJHKP799JE,0,12443.12,7/18/1964,Female,PhD,HIRED,EMEA,Corporate,Human Resources,Manager,,FALSE
4/28/2012,Rachelle Donohue,evgccxZhQUeHeENP7yTaP7,0,6451.81,7/21/1964,Female,BS,HIRED,EMEA,Sales,Acct Mgmt,Senior,,FALSE
4/27/2016,Rachelle Donohue,evgccxZhQUeHeENP7yTaP7,48,6707.14,7/21/1964,Female,BS,UPDATED,EMEA,Sales,Acct Mgmt,Senior,,TRUE
4/28/2015,Rachelle Donohue,evgccxZhQUeHeENP7yTaP7,36,6994.17,7/21/1964,Female,BS,UPDATED,EMEA,Sales,Acct Mgmt,Senior,,FALSE
4/28/2014,Rachelle Donohue,evgccxZhQUeHeENP7yTaP7,24,7278.89,7/21/1964,Female,BS,UPDATED,EMEA,Sales,Acct Mgmt,Senior,,FALSE
6/22/2015,Jacob Mcmanus,kHATRYu6gXgVBqQFLGsM4K,0,6726.65,3/4/1966,Male,MS,HIRED,EMEA,Sales,Acct Mgmt,Manager,,FALSE
6/21/2016,Jacob Mcmanus,kHATRYu6gXgVBqQFLGsM4K,12,7164.38,3/4/1966,Male,MS,UPDATED,EMEA,Sales,Acct Mgmt,Manager,,TRUE
3/27/2015,Angelina Mcdonald,ZJtAKGvvdzWwgGLL893uRB,0,6664.95,3/7/1961,Female,BS,HIRED,EMEA,Sales,Acct Mgmt,Senior,,FALSE
8/26/2014,Marilyn Fruits,Fk6PsKL4EXHurnQxoeMimB,0,7495.67,4/16/1963,Female,BS,HIRED,EMEA,Sales,Acct Mgmt,Manager,,FALSE
8/25/2016,Marilyn Fruits,Fk6PsKL4EXHurnQxoeMimB,24,8123.93,4/16/1963,Female,BS,UPDATED,EMEA,Sales,Acct Mgmt,Manager,,TRUE
9/8/2016,Jerry Peters,8zbFk3v8hEY6hGDkPqJDL3,0,6779.66,3/16/1974,Female,ASSOCIATE,HIRED,EMEA,Sales,Acct Mgmt,Senior,,FALSE
12/10/2015,Maria Snyder,LwjZaHSAQ6p9fruChYY7SZ,0,8191.42,11/7/1960,Female,ASSOCIATE,HIRED,EMEA,Sales,Acct Mgmt,VP & above,,FALSE
12/9/2016,Maria Snyder,LwjZaHSAQ6p9fruChYY7SZ,12,9009.82,11/7/1960,Female,ASSOCIATE,UPDATED,EMEA,Sales,Acct Mgmt,VP & above,,TRUE
12/9/2015,Victor Malik,mYu9EpaT52GTjDrNXYv4g2,0,5947.37,2/20/1957,Male,BS,HIRED,EMEA,Sales,Acct Mgmt,Senior,,FALSE
12/8/2016,Victor Malik,mYu9EpaT52GTjDrNXYv4g2,12,6097.73,2/20/1957,Male,BS,UPDATED,EMEA,Sales,Acct Mgmt,Senior,,TRUE
4/24/2016,Victor Malik,mYu9EpaT52GTjDrNXYv4g2,4,6097.73,2/20/1957,Male,BS,UPDATED,EMEA,Sales,Acct Mgmt,VP & above,,FALSE
6/29/2015,Carolyn Martel,PBtoQVsDLbJStFt5Lqv8h8,0,8039.28,10/2/1963,Female,BS,HIRED,EMEA,Sales,Acct Mgmt,VP & above,,FALSE
6/28/2016,Carolyn Martel,PBtoQVsDLbJStFt5Lqv8h8,12,8537.22,10/2/1963,Female,BS,UPDATED,EMEA,Sales,Acct Mgmt,VP & above,,TRUE
8/2/2013,Joseph Mayher,WcWME4b96rMwK4foPRjy46,0,6723.39,1/9/1962,Male,PhD,HIRED,EMEA,Sales,Acct Mgmt,Manager,,FALSE
8/1/2016,Joseph Mayher,WcWME4b96rMwK4foPRjy46,36,7157.01,1/9/1962,Male,PhD,UPDATED,EMEA,Sales,Acct Mgmt,Manager,,TRUE
8/2/2015,Joseph Mayher,WcWME4b96rMwK4foPRjy46,24,7594.95,1/9/1962,Male,PhD,UPDATED,EMEA,Sales,Acct Mgmt,Manager,,FALSE
8/2/2014,Joseph Mayher,WcWME4b96rMwK4foPRjy46,12,7844.48,1/9/1962,Male,PhD,UPDATED,EMEA,Sales,Acct Mgmt,Manager,,FALSE
10/22/2015,Efrain Hardy,52imn4e6eZQn9k9ab9BkRe,0,6211.92,3/20/1972,Male,BS,HIRED,EMEA,Operations,Support,Entry,,FALSE
10/21/2016,Efrain Hardy,52imn4e6eZQn9k9ab9BkRe,12,6721.26,3/20/1972,Male,BS,UPDATED,EMEA,Operations,Support,Entry,,TRUE
6/14/2016,Arnold Witherspoon,xX8G3hcAgh3y98YWCV55fZ,0,6074.77,12/11/1968,Male,BS,HIRED,EMEA,Sales,Acct Mgmt,Senior,,FALSE
10/10/2016,Evelyn Melear,Nfj2ffwbHsM3s296cbHkF3,0,6544.9,10/16/1963,Female,ASSOCIATE,HIRED,EMEA,Sales,Acct Mgmt,Senior,,FALSE
6/12/2016,Dean Ley,DMh9Yr95hWTDeuRYXVSLW5,0,5822.52,8/5/1965,Male,PhD,HIRED,EMEA,Sales,Acct Mgmt,Senior,,FALSE
6/22/2014,Robert Johns,5ezBngV2CEz7BT6XTuVYxG,0,5597.87,4/21/1969,Male,BS,HIRED,EMEA,Sales,Acct Mgmt,Senior,,FALSE
6/22/2015,Robert Johns,5ezBngV2CEz7BT6XTuVYxG,12,5814.9,4/21/1969,Male,BS,UPDATED,EMEA,Sales,Acct Mgmt,Senior,,TRUE
1/9/2016,Jeff Carroll,7VqT5kMrecciRXYBZgPaKC,0,5828.25,9/20/1969,Male,BS,HIRED,EMEA,Sales,Acct Mgmt,Senior,,FALSE
9/4/2016,Earl Caldwell,hPznxFZ7HomvkdFrpEeCD7,0,4675.4,9/7/1965,Male,MS,HIRED,EMEA,Marketing,Product Management,Entry,,FALSE
2/2/2013,Linda Gustafson,LtUPYnPvAXjJCr76K4ujFQ,0,6742.77,7/28/1964,Female,BS,HIRED,EMEA,Operations,Support,Entry,,FALSE
2/2/2016,Linda Gustafson,LtUPYnPvAXjJCr76K4ujFQ,36,7151.61,7/28/1964,Female,BS,UPDATED,EMEA,Operations,Support,Entry,,TRUE
2/2/2014,Linda Gustafson,LtUPYnPvAXjJCr76K4ujFQ,12,7647.82,7/28/1964,Female,BS,UPDATED,EMEA,Operations,Support,Entry,,FALSE
3/22/2016,Robert Brant,DqFnEJG8cM4BL3SCRMDxgZ,0,5880.24,7/25/1958,Male,BS,HIRED,EMEA,Sales,Acct Mgmt,Senior,,FALSE
5/15/2015,Greg Lyles,ve5ZCeMLgbsnzrVa8GnhzK,0,4751.94,1/23/1961,Male,BS,HIRED,EMEA,Marketing,Product Management,Entry,,FALSE
5/14/2016,Greg Lyles,ve5ZCeMLgbsnzrVa8GnhzK,12,4971.92,1/23/1961,Male,BS,UPDATED,EMEA,Marketing,Product Management,Entry,,TRUE
1/17/2015,Kenneth Johnson,dXpC4gPak3ea2QeX3gck8D,0,11506.91,6/10/1965,Male,MS,HIRED,EMEA,Corporate,Human Resources,Manager,,FALSE
11/22/2012,Mandi Mcbean,bCksMM7QKahr6d5Ljd89tk,0,5207.46,1/17/1958,Female,BS,HIRED,EMEA,Marketing,Doc & Training,Entry,,FALSE
11/21/2016,Mandi Mcbean,bCksMM7QKahr6d5Ljd89tk,48,5502.33,1/17/1958,Female,BS,UPDATED,EMEA,Marketing,Doc & Training,Entry,,TRUE
11/22/2015,Mandi Mcbean,bCksMM7QKahr6d5Ljd89tk,36,5998.19,1/17/1958,Female,BS,UPDATED,EMEA,Marketing,Doc & Training,Entry,,FALSE
2/28/2015,Mandi Mcbean,bCksMM7QKahr6d5Ljd89tk,27,5998.19,1/17/1958,Female,BS,UPDATED,EMEA,Marketing,Advertising,Manager,,FALSE
11/22/2014,Mandi Mcbean,bCksMM7QKahr6d5Ljd89tk,23,6360.94,1/17/1958,Female,BS,UPDATED,EMEA,Marketing,Advertising,Manager,,FALSE
12/25/2013,Mandi Mcbean,bCksMM7QKahr6d5Ljd89tk,13,6360.94,1/17/1958,Female,BS,UPDATED,EMEA,Sales,Acct Mgmt,VP & above,,FALSE
11/22/2013,Mandi Mcbean,bCksMM7QKahr6d5Ljd89tk,11,6473.25,1/17/1958,Female,BS,UPDATED,EMEA,Sales,Acct Mgmt,VP & above,,FALSE
8/12/2016,Aline Curtis,uf4Pb5FtdDgWxrkwDxqn9L,0,7479.4,3/9/1954,Female,BS,HIRED,EMEA,Operations,Engineering,Senior,,FALSE
12/29/2015,Ruben Kantor,qEEtM5z9VMmpZxjR7vCzBJ,0,5937.52,10/19/1965,Male,BS,HIRED,EMEA,Sales,Acct Mgmt,Senior,,FALSE
12/28/2016,Ruben Kantor,qEEtM5z9VMmpZxjR7vCzBJ,11,6363.12,10/19/1965,Male,BS,UPDATED,EMEA,Sales,Acct Mgmt,Senior,,TRUE
6/5/2014,Janet Collins,foFmDsfSWhHnepFG7C5MbJ,0,6650.35,9/13/1972,Female,BS,HIRED,EMEA,Sales,Acct Mgmt,Senior,,FALSE
6/5/2015,Janet Collins,foFmDsfSWhHnepFG7C5MbJ,12,6947.12,9/13/1972,Female,BS,UPDATED,EMEA,Sales,Acct Mgmt,Senior,,TRUE
2/14/2016,Sandra Wallace,y8RVo8qhtjTEPjaaq4NyzD,0,7250.3,2/7/1969,Female,MS,HIRED,EMEA,Sales,Acct Mgmt,Manager,,FALSE
2/20/2016,Adam Luckie,XbNDMLBoqqRmoNybMv46BR,0,5866.08,12/24/1966,Male,PhD,HIRED,EMEA,Sales,Acct Mgmt,Senior,,FALSE
6/24/2015,Dorothy Brandenberger,R9XKxC3BwPEs6hmJsXFwEo,0,6960.52,5/24/1965,Female,ASSOCIATE,HIRED,EMEA,Sales,Acct Mgmt,Senior,,FALSE
6/23/2016,Dorothy Brandenberger,R9XKxC3BwPEs6hmJsXFwEo,12,7358.08,5/24/1965,Female,ASSOCIATE,UPDATED,EMEA,Sales,Acct Mgmt,Senior,,TRUE
10/27/2016,Hillary Harvey,RAw2MZLDrN59nE7KrJh6PZ,0,6402.65,8/10/1964,Female,ASSOCIATE,HIRED,EMEA,Sales,Acct Mgmt,Senior,,FALSE
9/14/2016,Shirley Barajas,dEkVFnbGk7Pog34i7dhsfC,0,7515.29,9/7/1967,Female,MS,HIRED,EMEA,Sales,Acct Mgmt,Manager,,FALSE
11/10/2016,Abraham Byrd,sDuF5v5YKEmLkiDsywJ4qJ,0,6662.61,3/20/1961,Male,ASSOCIATE,HIRED,EMEA,Sales,Acct Mgmt,Manager,,FALSE
10/10/2016,Adolfo Jordan,nZNgL9BAYXV82kNUdVZkVJ,0,5956.39,2/2/1965,Male,BS,HIRED,EMEA,Sales,Acct Mgmt,Senior,,FALSE
11/28/2012,Silas Johnson,qkU6BQRG8yawj4Au8uD9WW,0,5849.75,7/17/1973,Male,BS,HIRED,EMEA,Sales,Acct Mgmt,Senior,,FALSE
11/27/2016,Silas Johnson,qkU6BQRG8yawj4Au8uD9WW,48,6392.14,7/17/1973,Male,BS,UPDATED,EMEA,Sales,Acct Mgmt,Senior,,TRUE
11/28/2014,Silas Johnson,qkU6BQRG8yawj4Au8uD9WW,24,6749.21,7/17/1973,Male,BS,UPDATED,EMEA,Sales,Acct Mgmt,Senior,,FALSE
11/28/2013,Silas Johnson,qkU6BQRG8yawj4Au8uD9WW,12,7248.32,7/17/1973,Male,BS,UPDATED,EMEA,Sales,Acct Mgmt,Senior,,FALSE
11/13/2016,Robert Toomey,odP5mZFsHECtoZUeAPiEsH,0,5895.98,1/12/1966,Male,BS,HIRED,EMEA,Sales,Acct Mgmt,Senior,,FALSE
11/11/2012,Angelique Hillman,NJxYybTc6sNJ34j3Ym8gta,0,6579.03,12/5/1968,Female,MS,HIRED,EMEA,Sales,Acct Mgmt,Senior,,FALSE
11/11/2015,Angelique Hillman,NJxYybTc6sNJ34j3Ym8gta,36,6814.81,12/5/1968,Female,MS,UPDATED,EMEA,Sales,Acct Mgmt,Senior,,TRUE
11/11/2014,Angelique Hillman,NJxYybTc6sNJ34j3Ym8gta,24,7447.28,12/5/1968,Female,MS,UPDATED,EMEA,Sales,Acct Mgmt,Senior,,FALSE
11/11/2013,Angelique Hillman,NJxYybTc6sNJ34j3Ym8gta,12,7960.37,12/5/1968,Female,MS,UPDATED,EMEA,Sales,Acct Mgmt,Senior,,FALSE
9/25/2015,Cassandra Schein,qBTctULmdHjcYRMe23DTYG,0,6562.63,2/22/1962,Female,MS,HIRED,EMEA,Sales,Acct Mgmt,Senior,,FALSE
9/24/2016,Cassandra Schein,qBTctULmdHjcYRMe23DTYG,12,6745.39,2/22/1962,Female,MS,UPDATED,EMEA,Sales,Acct Mgmt,Senior,,TRUE
6/21/2016,Bernardo Durazo,hQH2ZydNcBggAoSRYDPYjf,0,5684.76,11/28/1965,Male,BS,HIRED,EMEA,Sales,Acct Mgmt,Senior,,FALSE
7/5/2014,Denise Glasper,Jk8VMHfGbJLd3gHSKBHJ5S,0,7457.36,5/27/1959,Female,BS,HIRED,EMEA,Operations,Engineering,Senior,,FALSE
7/5/2015,Denise Glasper,Jk8VMHfGbJLd3gHSKBHJ5S,12,7910.19,5/27/1959,Female,BS,UPDATED,EMEA,Operations,Engineering,Senior,,TRUE
10/28/2015,John Youngman,XkcuPxf9W6HktKLG2ep5Pd,0,5945.97,4/22/1963,Male,PhD,HIRED,EMEA,Sales,Acct Mgmt,Senior,,FALSE
12/20/2015,Geraldine Davis,587dmrEvfrSyt4ANSqoxqB,0,6381.92,6/28/1972,Female,BS,HIRED,EMEA,Sales,Acct Mgmt,Senior,,FALSE
11/22/2014,George Richardson,5AEkaTMkS6eS6X5XHkPgUP,0,5811.95,8/24/1959,Male,BS,HIRED,EMEA,Sales,Acct Mgmt,Senior,,FALSE
11/21/2016,George Richardson,5AEkaTMkS6eS6X5XHkPgUP,24,5960.41,8/24/1959,Male,BS,UPDATED,EMEA,Sales,Acct Mgmt,Senior,,TRUE
11/22/2015,George Richardson,5AEkaTMkS6eS6X5XHkPgUP,12,6428.19,8/24/1959,Male,BS,UPDATED,EMEA,Sales,Acct Mgmt,Senior,,FALSE
5/23/2012,Consuelo Taylor,8tJwanxvTnUAyPTq2qpKr3,0,6381.89,9/7/1966,Female,BS,HIRED,EMEA,Sales,Acct Mgmt,Senior,,FALSE
9/13/2016,Consuelo Taylor,8tJwanxvTnUAyPTq2qpKr3,51,6381.89,9/7/1966,Female,BS,UPDATED,EMEA,Sales,Acct Mgmt,Manager,,TRUE
5/22/2016,Consuelo Taylor,8tJwanxvTnUAyPTq2qpKr3,48,6884.77,9/7/1966,Female,BS,UPDATED,EMEA,Sales,Acct Mgmt,Manager,,FALSE
5/23/2015,Consuelo Taylor,8tJwanxvTnUAyPTq2qpKr3,36,7313.08,9/7/1966,Female,BS,UPDATED,EMEA,Sales,Acct Mgmt,Manager,,FALSE
5/23/2013,Consuelo Taylor,8tJwanxvTnUAyPTq2qpKr3,11,7748.4,9/7/1966,Female,BS,UPDATED,EMEA,Sales,Acct Mgmt,Manager,,FALSE
9/20/2014,Bill Lavigne,KqSQtZpjP7PtVvydaWXxu2,0,5804.62,2/14/1961,Male,BS,HIRED,EMEA,Sales,Acct Mgmt,Senior,,FALSE
9/19/2016,Bill Lavigne,KqSQtZpjP7PtVvydaWXxu2,23,6245.91,2/14/1961,Male,BS,UPDATED,EMEA,Sales,Acct Mgmt,Senior,,TRUE
9/20/2015,Bill Lavigne,KqSQtZpjP7PtVvydaWXxu2,12,6722.85,2/14/1961,Male,BS,UPDATED,EMEA,Sales,Acct Mgmt,Senior,,FALSE
9/23/2016,Vernell Roe,cGF8iekn6mGjr2KxSPse5k,0,6535.28,12/18/1964,Female,PhD,HIRED,EMEA,Sales,Acct Mgmt,Senior,,FALSE
9/5/2014,Frank Nebarez,fpPMcAJRReEdjPjdXcjDTe,0,6250.29,11/9/1974,Male,ASSOCIATE,HIRED,EMEA,Operations,Engineering,Entry,,FALSE
9/4/2016,Frank Nebarez,fpPMcAJRReEdjPjdXcjDTe,24,6573.18,11/9/1974,Male,ASSOCIATE,UPDATED,EMEA,Operations,Engineering,Entry,,TRUE
10/21/2015,Brian Heavrin,4deHCAFM8S462eqSCgDzMd,0,6927.52,8/15/1964,Male,BS,HIRED,EMEA,Operations,Engineering,Senior,,FALSE
10/20/2016,Brian Heavrin,4deHCAFM8S462eqSCgDzMd,12,7240.45,8/15/1964,Male,BS,UPDATED,EMEA,Operations,Engineering,Senior,,TRUE
3/1/2014,Marissa Irby,pSUf5ckr97qFz2cBp37cx5,0,6607.83,11/27/1967,Female,BS,HIRED,EMEA,Sales,Acct Mgmt,Senior,,FALSE
5/7/2016,Marissa Irby,pSUf5ckr97qFz2cBp37cx5,26,6607.83,11/27/1967,Female,BS,UPDATED,EMEA,Sales,Acct Mgmt,VP & above,,TRUE
2/29/2016,Marissa Irby,pSUf5ckr97qFz2cBp37cx5,24,7099.2,11/27/1967,Female,BS,UPDATED,EMEA,Sales,Acct Mgmt,VP & above,,FALSE
3/1/2015,Marissa Irby,pSUf5ckr97qFz2cBp37cx5,12,7560.93,11/27/1967,Female,BS,UPDATED,EMEA,Sales,Acct Mgmt,VP & above,,FALSE
7/31/2015,Ann Williams,NTXus5JwVNt5wRvtaP8pu6,0,6606.81,12/4/1950,Female,BS,HIRED,EMEA,Sales,Acct Mgmt,Senior,,FALSE
7/30/2016,Ann Williams,NTXus5JwVNt5wRvtaP8pu6,12,7169.02,12/4/1950,Female,BS,UPDATED,EMEA,Sales,Acct Mgmt,Senior,,TRUE
10/26/2013,Jose Brownlee,449c9aEAvPEc5HZJyvBtqd,0,5140.41,1/1/1966,Male,BS,HIRED,EMEA,Marketing,Product Management,Senior,,FALSE
10/25/2016,Jose Brownlee,449c9aEAvPEc5HZJyvBtqd,35,5475,1/1/1966,Male,BS,UPDATED,EMEA,Marketing,Product Management,Senior,,TRUE
10/26/2015,Jose Brownlee,449c9aEAvPEc5HZJyvBtqd,24,5625.83,1/1/1966,Male,BS,UPDATED,EMEA,Marketing,Product Management,Senior,,FALSE
10/26/2014,Jose Brownlee,449c9aEAvPEc5HZJyvBtqd,12,5971.21,1/1/1966,Male,BS,UPDATED,EMEA,Marketing,Product Management,Senior,,FALSE
10/31/2014,Jeanette Haynes,hbSKyYoFhWJXLVJvnkwWbN,0,8150.62,6/7/1965,Female,BS,HIRED,EMEA,Sales,Acct Mgmt,VP & above,,FALSE
10/30/2016,Jeanette Haynes,hbSKyYoFhWJXLVJvnkwWbN,24,8983.97,6/7/1965,Female,BS,UPDATED,EMEA,Sales,Acct Mgmt,VP & above,,TRUE
12/5/2014,Roxana Adams,euefkU39arzvhn9TZAKc5n,0,6212.71,9/12/1966,Female,BS,HIRED,EMEA,Sales,Acct Mgmt,Senior,,FALSE
12/4/2016,Roxana Adams,euefkU39arzvhn9TZAKc5n,24,6664.59,9/12/1966,Female,BS,UPDATED,EMEA,Sales,Acct Mgmt,Senior,,TRUE
12/5/2015,Roxana Adams,euefkU39arzvhn9TZAKc5n,12,6905.86,9/12/1966,Female,BS,UPDATED,EMEA,Sales,Acct Mgmt,Senior,,FALSE
